"social","econ","service","immigration","education","destination","candidate","id","age","gender","ideology","likely","interest","aus","can","us","survey","dice"
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 40th Percentile",1,1,174,20,"Male",3,1,7,9,9,7,"Chile",11
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","Implementation of point-system","Average international ranking of universities: 40th Percentile",1,1,175,24,"Female",5,7,6,9,5,7,"Chile",9
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Change in visa processing centres","Average international ranking of universities: 40th Percentile",0,1,176,24,"Male",3,7,7,7,6,6,"Chile",22
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","Change in visa processing centres","Average international ranking of universities: 60th Percentile",0,1,177,23,"Female",5,7,5,9,4,7,"Chile",8
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","Change in visa processing centres","Average international ranking of universities: 40th Percentile",0,1,178,22,"Female",3,3,7,9,4,9,"Chile",7
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","Change in visa processing centres","Average international ranking of universities: 60th Percentile",0,1,179,23,"Female",7,7,7,9,6,6,"Chile",8
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","Change in visa processing centres","Average international ranking of universities: 40th Percentile",0,1,180,23,"Male",4,7,7,7,6,7,"Chile",8
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 60th Percentile",1,1,181,25,"Female",2,6,5,7,5,10,"Chile",14
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 40th Percentile",1,1,182,19,"Male",5,6,6,9,6,6,"Chile",12
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 60th Percentile",1,1,183,20,"Male",2,5,7,9,9,7,"Chile",5
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","Implementation of point-system","Average international ranking of universities: 60th Percentile",1,1,184,23,"Female",3,5,7,7,6,6,"Chile",9
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 40th Percentile",1,1,185,20,"Female",6,3,6,7,5,6,"Chile",9
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 90th Percentile",1,1,186,23,"Male",2,6,7,9,6,5,"Chile",7
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 90th Percentile","Implementation of point-system","Average international ranking of universities: 90th Percentile",1,1,187,22,"Male",7,3,4,9,6,6,"Chile",16
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 40th Percentile",1,1,188,23,"Female",5,5,7,9,9,10,"Chile",4
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Implementation of point-system","Average international ranking of universities: 90th Percentile",1,1,189,24,"Female",3,4,6,7,6,7,"Chile",9
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 40th Percentile",0,1,190,24,"Female",2,1,4,6,5,9,"Chile",6
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 60th Percentile",1,1,191,19,"Male",6,3,1,9,9,10,"Chile",7
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","Implementation of point-system","Average international ranking of universities: 60th Percentile",1,1,192,24,"Female",5,4,7,9,9,10,"Chile",9
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 90th Percentile",0,1,193,28,"Male",3,4,7,9,3,6,"Chile",7
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 60th Percentile",1,1,194,26,"Female",5,6,6,6,5,5,"Chile",7
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 90th Percentile","Implementation of point-system","Average international ranking of universities: 60th Percentile",1,1,195,19,"Male",5,6,4,6,5,6,"Chile",5
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 90th Percentile","Change in visa processing centres","Average international ranking of universities: 40th Percentile",1,1,196,23,"Female",3,3,4,7,6,6,"Chile",7
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","Implementation of point-system","Average international ranking of universities: 40th Percentile",1,1,197,27,"Female",4,6,7,9,6,4,"Chile",6
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","Implementation of point-system","Average international ranking of universities: 40th Percentile",0,1,198,26,"Male",5,5,6,9,9,10,"Chile",9
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 90th Percentile","Implementation of point-system","Average international ranking of universities: 90th Percentile",1,1,199,22,"Female",4,5,7,9,9,4,"Chile",8
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 60th Percentile",1,1,200,28,"Male",7,3,7,9,9,10,"Chile",5
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 90th Percentile",0,1,201,20,"Female",5,4,6,6,6,7,"Chile",10
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 40th Percentile",1,1,202,27,"Female",4,7,7,9,5,9,"Chile",6
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","Implementation of point-system","Average international ranking of universities: 40th Percentile",1,1,203,25,"Female",2,5,5,6,3,3,"Chile",4
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 90th Percentile",1,1,204,24,"Female",5,1,3,7,6,3,"Chile",6
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 90th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 40th Percentile",0,1,205,23,"Male",5,1,6,9,9,10,"Chile",8
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","Implementation of point-system","Average international ranking of universities: 60th Percentile",0,1,206,20,"Male",7,7,6,9,9,10,"Chile",6
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 60th Percentile",1,1,207,22,"Female",4,4,6,9,6,6,"Chile",11
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 60th Percentile",0,1,208,26,"Male",5,6,7,9,6,6,"Chile",12
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","Change in visa processing centres","Average international ranking of universities: 40th Percentile",0,1,209,22,"Female",2,3,5,7,3,3,"Chile",6
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 40th Percentile",0,1,210,23,"Female",5,3,4,7,6,7,"Chile",7
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","Implementation of point-system","Average international ranking of universities: 90th Percentile",1,1,211,53,"Female",5,3,6,9,9,6,"Chile",8
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","Change in visa processing centres","Average international ranking of universities: 60th Percentile",1,1,212,50,"Male",5,5,5,9,9,6,"Chile",6
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","Implementation of point-system","Average international ranking of universities: 90th Percentile",1,1,213,20,"Female",4,1,5,6,6,4,"Chile",5
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","Change in visa processing centres","Average international ranking of universities: 40th Percentile",0,1,214,24,"Female",0,5,5,6,5,5,"Chile",11
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 90th Percentile",0,2,1,20,"Female",5,4,6,7,9,7,"Chile",6
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","Change in visa processing centres","Average international ranking of universities: 90th Percentile",0,2,2,22,"Male",7,5,7,6,9,5,"Chile",8
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 60th Percentile",0,2,3,26,"Male",5,7,6,7,6,7,"Chile",4
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 90th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 60th Percentile",0,2,4,22,"Male",6,7,7,9,9,7,"Chile",14
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","Change in visa processing centres","Average international ranking of universities: 90th Percentile",0,2,5,21,"Male",6,7,7,7,5,4,"Chile",3
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","Change in visa processing centres","Average international ranking of universities: 60th Percentile",1,2,6,23,"Female",2,6,7,9,6,6,"Chile",10
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 40th Percentile",0,2,7,24,"Male",5,4,6,7,6,7,"Chile",17
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Change in visa processing centres","Average international ranking of universities: 40th Percentile",1,2,8,23,"Female",2,5,6,9,9,10,"Chile",4
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 90th Percentile",0,2,9,21,"Female",6,5,3,6,5,6,"Chile",7
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 90th Percentile","Implementation of point-system","Average international ranking of universities: 40th Percentile",1,2,10,26,"Female",8,6,5,9,9,7,"Chile",9
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","Implementation of point-system","Average international ranking of universities: 40th Percentile",1,2,11,24,"Male",3,7,6,9,5,7,"Chile",7
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 60th Percentile",1,2,12,22,"Male",1,5,6,7,4,3,"Chile",15
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 90th Percentile",0,2,13,22,"Female",3,3,5,9,6,7,"Chile",8
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","Implementation of point-system","Average international ranking of universities: 90th Percentile",1,2,14,21,"Female",3,7,7,7,6,7,"Chile",6
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","Change in visa processing centres","Average international ranking of universities: 60th Percentile",0,2,15,22,"Female",1,7,7,4,9,9,"Chile",10
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","Change in visa processing centres","Average international ranking of universities: 90th Percentile",1,2,16,23,"Female",7,3,4,9,5,5,"Chile",5
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 40th Percentile",1,2,17,22,"Female",6,6,7,9,6,7,"Chile",9
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 40th Percentile",1,2,18,19,"Male",2,3,5,9,9,10,"Chile",11
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 60th Percentile",1,2,19,19,"Male",0,5,5,6,6,7,"Chile",13
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 60th Percentile",0,2,20,24,"Female",8,6,6,9,9,10,"Chile",6
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 90th Percentile",1,2,21,22,"Male",7,3,5,9,9,10,"Chile",9
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 90th Percentile",1,2,22,21,"Female",3,6,5,6,6,5,"Chile",6
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 40th Percentile",0,2,23,25,"Female",6,7,7,6,4,3,"Chile",6
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Change in visa processing centres","Average international ranking of universities: 60th Percentile",0,2,24,20,"Male",8,6,7,6,6,5,"Chile",7
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 60th Percentile",1,2,25,23,"Male",7,4,4,7,5,6,"Chile",5
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Change in visa processing centres","Average international ranking of universities: 40th Percentile",1,2,26,30,"Female",2,1,6,6,4,7,"Chile",5
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 60th Percentile",1,2,27,23,"Female",5,6,7,9,3,7,"Chile",11
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 40th Percentile",0,2,28,19,"Female",3,4,7,9,6,6,"Chile",6
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 40th Percentile",0,2,29,21,"Female",6,5,6,7,4,5,"Chile",7
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Change in visa processing centres","Average international ranking of universities: 90th Percentile",0,2,30,20,"Male",4,1,7,4,4,7,"Chile",9
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 40th Percentile",0,2,31,19,"Female",5,1,7,7,6,7,"Chile",6
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 90th Percentile","Change in visa processing centres","Average international ranking of universities: 40th Percentile",0,2,32,19,"Male",5,6,6,7,4,6,"Chile",14
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 90th Percentile","Implementation of point-system","Average international ranking of universities: 60th Percentile",0,2,33,26,"Male",4,4,6,9,6,6,"Chile",7
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 90th Percentile","Implementation of point-system","Average international ranking of universities: 40th Percentile",0,2,34,19,"Female",3,5,7,7,6,5,"Chile",6
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 60th Percentile",0,2,35,19,"Female",5,1,7,7,6,7,"Chile",8
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 90th Percentile",0,2,36,24,"Female",4,7,7,7,6,7,"Chile",7
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Change in visa processing centres","Average international ranking of universities: 60th Percentile",1,2,37,24,"Male",8,3,6,6,9,7,"Chile",6
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 90th Percentile",1,2,38,20,"Female",4,5,5,9,9,10,"Chile",0
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 90th Percentile",1,2,39,24,"Male",4,7,7,9,9,10,"Chile",4
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Change in visa processing centres","Average international ranking of universities: 60th Percentile",0,2,40,24,"Female",5,4,4,9,6,6,"Chile",6
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Change in visa processing centres","Average international ranking of universities: 60th Percentile",0,2,41,23,"Female",8,4,5,6,6,7,"Chile",7
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","Change in visa processing centres","Average international ranking of universities: 40th Percentile",0,2,42,19,"Female",6,4,6,7,5,6,"Chile",2
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 60th Percentile",1,2,43,21,"Female",3,7,7,6,5,7,"Chile",7
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","Implementation of point-system","Average international ranking of universities: 40th Percentile",1,2,44,23,"Female",6,1,7,7,5,5,"Chile",4
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","Implementation of point-system","Average international ranking of universities: 40th Percentile",1,2,45,21,"Male",5,6,7,6,6,6,"Chile",7
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 40th Percentile",0,2,46,20,"Male",6,6,6,5,5,7,"Chile",11
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 90th Percentile",0,2,47,22,"Female",2,3,3,7,4,9,"Chile",9
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","Implementation of point-system","Average international ranking of universities: 90th Percentile",0,2,48,23,"Female",5,6,6,9,6,7,"Chile",8
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Change in visa processing centres","Average international ranking of universities: 60th Percentile",1,2,49,25,"Female",7,7,7,7,9,6,"Chile",9
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 90th Percentile","Change in visa processing centres","Average international ranking of universities: 40th Percentile",0,2,50,19,"Male",4,5,6,7,5,4,"Chile",4
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Change in visa processing centres","Average international ranking of universities: 40th Percentile",1,2,51,21,"Female",2,7,6,9,6,10,"Chile",9
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Change in visa processing centres","Average international ranking of universities: 40th Percentile",1,2,52,26,"Female",4,1,4,7,9,7,"Chile",9
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 60th Percentile",1,2,53,22,"Female",4,5,6,9,9,6,"Chile",12
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 60th Percentile",0,2,54,28,"Male",3,7,7,7,9,7,"Chile",3
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 90th Percentile",0,2,55,19,"Female",5,4,7,7,6,6,"Chile",8
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Implementation of point-system","Average international ranking of universities: 40th Percentile",0,2,56,24,"Female",3,7,5,7,5,5,"Chile",8
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","Implementation of point-system","Average international ranking of universities: 60th Percentile",0,2,57,19,"Male",5,5,4,9,8,7,"Chile",9
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","Change in visa processing centres","Average international ranking of universities: 60th Percentile",0,2,58,19,"Female",5,5,7,9,6,7,"Chile",8
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","Implementation of point-system","Average international ranking of universities: 60th Percentile",0,2,59,20,"Female",3,5,7,9,6,5,"Chile",0
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","Implementation of point-system","Average international ranking of universities: 60th Percentile",1,2,60,19,"Male",6,7,6,9,9,5,"Chile",12
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 90th Percentile",1,2,61,21,"Female",3,7,5,9,5,6,"Chile",7
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 60th Percentile",1,2,62,22,"Female",4,5,7,9,6,6,"Chile",6
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 90th Percentile","Change in visa processing centres","Average international ranking of universities: 90th Percentile",1,2,63,25,"Male",3,6,6,9,6,5,"Chile",8
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Change in visa processing centres","Average international ranking of universities: 60th Percentile",1,2,64,21,"Male",6,6,7,7,5,7,"Chile",11
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","Implementation of point-system","Average international ranking of universities: 60th Percentile",0,2,65,21,"Female",9,1,7,9,4,7,"Chile",7
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 40th Percentile",1,2,66,21,"Female",8,5,6,6,9,10,"Chile",9
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 40th Percentile",1,2,67,23,"Male",6,4,6,9,6,4,"Chile",9
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Change in visa processing centres","Average international ranking of universities: 40th Percentile",0,2,68,20,"Male",7,1,7,7,4,6,"Chile",11
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","Change in visa processing centres","Average international ranking of universities: 40th Percentile",1,2,69,22,"Male",5,4,7,5,5,4,"Chile",16
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Change in visa processing centres","Average international ranking of universities: 40th Percentile",0,2,70,23,"Male",4,6,7,7,4,7,"Chile",11
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","Change in visa processing centres","Average international ranking of universities: 90th Percentile",1,2,71,29,"Female",3,4,7,9,6,5,"Chile",7
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","Change in visa processing centres","Average international ranking of universities: 40th Percentile",1,2,72,22,"Male",5,4,7,9,9,10,"Chile",10
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 40th Percentile",0,2,73,24,"Female",7,5,6,6,4,10,"Chile",6
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 40th Percentile",1,2,74,20,"Male",8,6,6,9,5,6,"Chile",8
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 90th Percentile",0,2,75,24,"Female",5,4,5,6,5,6,"Chile",8
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 60th Percentile",0,2,76,25,"Female",4,5,7,6,5,6,"Chile",8
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 40th Percentile",1,2,77,20,"Female",2,5,6,6,5,4,"Chile",6
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","Change in visa processing centres","Average international ranking of universities: 60th Percentile",1,2,78,23,"Female",2,7,7,7,5,4,"Chile",8
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","Change in visa processing centres","Average international ranking of universities: 40th Percentile",0,2,79,26,"Male",5,6,7,9,4,6,"Chile",6
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 60th Percentile",0,2,80,21,"Male",3,6,6,6,9,7,"Chile",5
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 60th Percentile",0,2,81,21,"Male",5,5,5,7,6,7,"Chile",11
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 90th Percentile","Implementation of point-system","Average international ranking of universities: 40th Percentile",1,2,82,23,"Female",4,7,6,9,6,5,"Chile",5
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","Change in visa processing centres","Average international ranking of universities: 40th Percentile",1,2,83,25,"Female",2,6,4,9,4,5,"Chile",4
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","Change in visa processing centres","Average international ranking of universities: 60th Percentile",0,2,84,34,"Female",6,1,4,7,9,6,"Chile",8
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Change in visa processing centres","Average international ranking of universities: 60th Percentile",0,2,85,22,"Female",8,7,7,9,6,6,"Chile",9
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Change in visa processing centres","Average international ranking of universities: 90th Percentile",1,2,86,24,"Female",6,3,4,9,6,7,"Chile",11
